model,task_id,task_name,domain,score,passed,assertions_total,assertions_passed,input_tokens,output_tokens,num_tool_calls,num_model_calls,steps,model_time_s
base,284,operations.cross_department_budget_reconciliation,operations,1.0,1,12,12,95566,6003,18,12,12,144.28
base,285,operations.safety_incident_investigation_routing,operations,0.36363636363636365,0,11,4,244852,6367,39,21,21,128.93
base,286,operations.parking_allocation_management,operations,0.47368421052631576,0,19,9,273316,22908,46,14,14,454.29
base,287,operations.space_utilization_analysis,operations,0.5,0,8,4,29576,3817,7,6,6,87.02
base,288,operations.chemical_inventory_safety_audit,operations,0.11764705882352941,0,17,2,1539829,22308,115,50,50,437.46
base,289,operations.mailroom_package_routing,operations,0.375,0,16,6,53563,6611,19,8,8,143.57
base,290,operations.temporary_worker_placement,operations,0.9230769230769231,0,13,12,112300,8727,22,12,12,179.46
base,291,operations.cross_training_assignment,operations,1.0,1,6,6,422364,7615,37,26,26,155.78
base,292,operations.procurement_card_reconciliation,operations,0.0,0,11,0,988099,14731,71,50,50,288.51
base,293,operations.hazmat_shipping_compliance,operations,0.47058823529411764,0,17,8,118077,7385,19,11,11,179.39
base,294,operations.loading_dock_scheduling,operations,0.7272727272727273,0,11,8,108014,10563,32,11,11,218.02
base,295,operations.fire_suppression_testing,operations,0.8571428571428571,0,14,12,184279,12092,34,16,16,277.46
base,296,operations.compressed_gas_cylinder_tracking,operations,0.0,0,3,0,1383664,7570,51,37,37,163.74
base,297,operations.office_supply_budget_monitoring,operations,1.0,1,7,7,102207,6872,21,12,12,151.34
base,298,operations.generator_load_testing_schedule,operations,0.6,0,10,6,79694,9364,31,10,10,208.68
base,299,support.zendesk_sf_case_sync,support,0.6666666666666666,0,21,14,194147,12613,65,14,14,253.76
base,300,support.helpscout_jira_bugs,support,1.0,1,22,22,188336,8373,49,14,14,172.04
base,301,support.gorgias_order_lookup,support,0.84,0,25,21,62045,6714,21,7,7,150.96
base,302,support.zoho_sf_enrichment,support,0.4,0,25,10,230319,9521,38,17,17,216.15
base,303,support.zendesk_maintenance_notify,support,0.8333333333333334,0,18,15,143136,11727,33,11,11,249.4
base,304,support.intercom_demo_scheduling,support,0.7741935483870968,0,31,24,519218,12788,46,22,22,258.43
base,305,support.helpscout_weekly_report,support,0.9565217391304348,0,23,22,221874,6311,22,13,13,131.08
base,306,support.zendesk_hubspot_org_sync,support,1.0,1,21,21,70868,6568,31,8,8,137.71
base,307,support.freshdesk_faq_drafts,support,0.08,0,25,2,583556,10367,50,30,30,219.51
base,308,support.zoho_freshdesk_escalation,support,0.75,0,32,24,121061,6849,40,11,11,139.5
base,309,support.intercom_winback,support,0.76,0,25,19,334532,11473,55,17,17,230.97
base,310,support.intercom_freshdesk_escalation,support,0.7666666666666667,0,30,23,84430,6880,28,9,9,148.22
base,311,support.gorgias_refund_processing,support,0.5609756097560976,0,41,23,264057,14319,47,16,16,275.28
base,312,support.zoho_calendar_callbacks,support,0.8181818181818182,0,22,18,88987,4458,25,10,10,93.82
base,313,support.hiver_inbox_report,support,0.7142857142857143,0,21,15,64455,4548,15,10,10,95.03
base,314,support.zendesk_intercom_company_sync,support,0.9523809523809523,0,21,20,114360,7028,36,12,12,136.85
base,315,support.helpscout_daily_digest,support,0.5833333333333334,0,24,14,121231,7671,17,12,12,150.97
base,316,support.gorgias_freshdesk_migration,support,0.5263157894736842,0,19,10,177959,5420,32,13,13,109.21
base,317,support.freshdesk_reamaze_migration,support,0.5238095238095238,0,21,11,491907,13740,53,23,23,270.52
base,318,support.zendesk_hubspot_churn_risk,support,0.6521739130434783,0,23,15,235420,8195,41,19,19,161.6
base,319,support.reamaze_intercom_migration,support,0.5,0,24,12,270275,7614,41,19,19,151.63
base,320,support.zoho_desk_ticket_categorization,support,0.46153846153846156,0,13,6,40988,5868,21,6,6,114.54
base,321,support.hiver_csat_analysis,support,0.6666666666666666,0,24,16,403737,11909,44,25,25,233.07
base,322,support.freshdesk_onboarding_automation,support,0.5789473684210527,0,19,11,73121,7758,20,9,9,154.54
base,323,support.intercom_usage_health_scoring,support,0.35714285714285715,0,14,5,296678,10689,42,21,21,217.8
base,324,support.helpscout_knowledge_gap_analysis,support,0.5555555555555556,0,18,10,296168,6415,27,21,21,128.29
base,325,support.hiver_team_performance,support,0.23809523809523808,0,21,5,134524,10363,20,12,12,208.15
base,326,support.freshdesk_sla_monitoring,support,1.0,1,14,14,172837,8839,35,13,13,177.22
base,327,support.zoho_desk_warranty_processing,support,0.7619047619047619,0,21,16,192678,9587,40,16,16,191.52
base,328,support.zendesk_freshdesk_sync,support,0.6,0,15,9,70307,3329,22,10,10,71.8
base,329,support.freshdesk_zoho_migration,support,0.6875,0,16,11,155888,6520,29,15,15,136.12
base,330,support.helpscout_hubspot_deal_alerts,support,0.5333333333333333,0,15,8,61591,3678,20,8,8,81.68
base,331,support.gorgias_quality_audit,support,0.8421052631578947,0,19,16,179868,11570,23,12,12,254.16
base,332,support.hiver_slack_digest,support,0.7272727272727273,0,22,16,70747,4351,17,8,8,85.2
base,333,support.zendesk_customer_360,support,1.0,1,12,12,84688,4828,15,8,8,96.26
base,334,support.intercom_sf_opportunity_alerts,support,0.5882352941176471,0,17,10,348566,7997,41,20,20,184.33
base,335,support.helpscout_reamaze_migration,support,0.4,0,20,8,87175,5397,25,10,10,120.48
base,336,support.zendesk_automated_responses,support,0.36363636363636365,0,22,8,45810,3487,18,7,7,81.71
base,337,support.helpcrunch_engagement_scoring,support,0.47058823529411764,0,17,8,386161,11177,57,16,16,254.01
base,338,support.helpcrunch_zoho_desk_bridge,support,0.8235294117647058,0,17,14,171219,5937,37,13,13,141.18
base,339,support.zendesk_gdpr_purge,support,0.16666666666666666,0,24,4,2100039,7699,60,39,39,192.39
base,340,support.zendesk_cross_org_merge,support,0.0,0,22,0,1444967,8179,85,37,37,198.19
base,341,support.zendesk_weekend_handoff,support,0.125,0,16,2,157006,7046,34,13,13,169.45
base,342,support.zendesk_data_quality,support,0.13333333333333333,0,15,2,410711,12942,55,23,23,300.03
base,343,support.freshdesk_contract_renewal,support,0.8947368421052632,0,19,17,697003,12234,62,26,26,307.76
base,344,support.freshdesk_compliance_tagging,support,0.5789473684210527,0,19,11,56241,3244,17,8,8,87.51
base,345,support.freshdesk_journey_mapping,support,0.9629629629629629,0,27,26,499304,10143,50,25,25,245.51
base,346,support.freshdesk_auto_merge,support,0.7857142857142857,0,14,11,432317,7786,64,23,23,184.85
base,347,support.freshdesk_escalation_matrix,support,0.21428571428571427,0,28,6,608855,16754,87,24,24,381.07
base,348,support.intercom_sentiment_escalation,support,0.6666666666666666,0,15,10,257769,8013,45,17,17,197.78
base,349,support.intercom_feature_request,support,0.5789473684210527,0,19,11,224509,8250,37,16,16,198.55
base,350,support.intercom_auto_response_drafts,support,0.0,0,16,0,113810,4176,21,13,13,104.86
base,351,support.helpscout_response_audit,support,0.7142857142857143,0,14,10,121127,5984,18,11,11,142.29
base,352,support.helpscout_customer_merge,support,0.2,0,20,4,1090147,9840,71,50,50,230.14
base,353,support.helpscout_health_sync,support,0.0,0,18,0,1491784,8964,96,50,50,213.46
base,354,support.helpscout_auto_categorization,support,0.7222222222222222,0,18,13,140870,4170,25,13,13,97.32
base,355,support.gorgias_defect_tracking,support,0.75,0,24,18,57903,5290,23,7,7,129.51
base,356,support.gorgias_channel_consolidation,support,0.7272727272727273,0,22,16,108659,4646,26,10,10,110.99
base,357,support.reamaze_knowledge_routing,support,0.0,0,31,0,382833,7570,62,23,23,183.57
base,358,support.reamaze_lifecycle_tagging,support,0.6190476190476191,0,21,13,66439,3965,26,10,10,104.48
base,359,support.reamaze_multilanguage,support,0.9523809523809523,0,21,20,103113,2927,22,10,10,80.72
base,360,support.reamaze_cross_platform_dedup,support,0.42105263157894735,0,19,8,1345201,10292,74,44,44,234.17
base,361,support.reamaze_feedback_sentiment,support,0.75,0,20,15,52194,3521,20,7,7,91.62
base,362,support.reamaze_campaign_tracking,support,0.4444444444444444,0,18,8,512106,6004,45,23,23,139.34
base,363,support.zoho_vendor_tickets,support,0.5,0,16,8,372364,8600,49,23,23,193.5
base,364,support.zoho_risk_scoring,support,0.0,0,20,0,368732,6281,45,21,21,151.35
base,365,support.zoho_multitenant_isolation,support,0.75,0,16,12,389273,6256,35,17,17,140.68
base,366,support.zoho_account_health,support,0.0,0,18,0,622713,13825,99,28,28,288.38
base,367,support.zoho_resolution_patterns,support,0.05555555555555555,0,18,1,1230255,10602,86,50,50,247.44
base,368,support.helpcrunch_usage_alerts,support,1.0,1,26,26,231650,18460,61,15,15,385.3
base,369,support.helpcrunch_trial_nurture,support,0.6111111111111112,0,18,11,73606,7568,26,9,9,172.95
base,370,support.helpcrunch_satisfaction,support,0.30434782608695654,0,23,7,748348,14229,62,30,30,306.75
base,371,support.hiver_cross_team_handoff,support,1.0,1,18,18,298383,6503,36,19,19,140.68
base,372,support.hiver_mailbox_audit,support,0.17647058823529413,0,17,3,236466,6608,33,21,21,137.94
base,373,support.hiver_workload_forecast,support,0.8235294117647058,0,17,14,120122,3878,21,14,14,91.08
base,374,support.hiver_escalation_patterns,support,0.782608695652174,0,23,18,383906,7370,36,25,25,154.2
base,375,support.hiver_coaching_pipeline,support,0.5454545454545454,0,11,6,185662,4953,25,18,18,107.61
base,376,support.zendesk_escalation_waterfall,support,0.7692307692307693,0,26,20,96219,5289,24,11,11,111.62
base,377,support.zendesk_customer_sentiment,support,0.3333333333333333,0,21,7,46817,2787,14,7,7,63.63
base,378,support.freshdesk_csat_followup,support,0.84,0,25,21,402458,16049,57,21,21,323.52
base,379,support.freshdesk_warranty_adjudication,support,0.6451612903225806,0,31,20,116019,6883,22,10,10,144.38
base,380,support.freshdesk_multi_queue_routing,support,0.5909090909090909,0,22,13,183675,7974,39,16,16,177.75
base,381,support.intercom_multi_product_routing,support,0.625,0,16,10,262478,8709,54,16,16,177.68
base,382,support.intercom_reactivation_campaign,support,0.7727272727272727,0,22,17,126777,7318,28,11,11,154.54
base,383,support.intercom_conversation_quality,support,0.5714285714285714,0,21,12,556735,8901,48,28,28,185.91
base,384,support.helpscout_customer_effort,support,0.7619047619047619,0,21,16,336031,9616,44,18,18,201.0
base,385,support.helpscout_kb_feedback,support,0.5714285714285714,0,21,12,250141,5196,34,17,17,110.88
base,386,support.helpscout_cross_team_handoff,support,0.38461538461538464,0,26,10,241389,18495,77,14,14,384.43
base,387,support.gorgias_fraud_detection,support,0.625,0,16,10,89945,5345,18,8,8,114.88
base,388,support.gorgias_inventory_routing,support,0.9387755102040817,0,49,46,225437,10838,50,12,12,228.79
base,389,support.gorgias_loyalty_program,support,0.9230769230769231,0,26,24,358305,12151,54,18,18,249.17
base,390,support.reamaze_multi_channel_dedup,support,0.8888888888888888,0,18,16,123821,4828,25,11,11,103.03
base,391,support.zoho_desk_capacity_planning,support,0.5,0,18,9,64215,2994,13,8,8,69.45
base,392,support.zoho_desk_customer_journey,support,0.3333333333333333,0,21,7,267830,8950,24,19,19,183.8
base,393,support.zoho_desk_root_cause,support,0.4090909090909091,0,22,9,396879,8561,61,19,19,177.91
base,394,support.hiver_response_sla,support,0.9166666666666666,0,24,22,383399,9388,48,19,19,196.98
base,395,support.hiver_quality_coaching,support,0.5,0,20,10,46814,4850,15,8,8,105.19
base,396,support.zendesk_freshdesk_reconciliation,support,0.14285714285714285,0,21,3,982103,12604,68,37,37,286.23
base,397,support.intercom_zoho_customer_360,support,0.7368421052631579,0,19,14,411118,15370,28,20,20,343.33
base,398,support.reamaze_intercom_sync,support,0.32142857142857145,0,28,9,762951,10093,59,26,26,213.62
base,399,marketing.engagement_optimization,marketing,0.0,0,6,0,75372,5119,13,9,9,115.42
base,400,marketing.product_launch_channel_plan,marketing,0.09090909090909091,0,11,1,1066552,11872,52,50,50,284.38
base,401,finance.invoice_email_extract,finance,0.0,0,6,0,179528,11104,31,13,13,250.86
base,402,finance.expense_anomaly_detection,finance,0.6,0,5,3,105304,7426,24,11,11,172.42
base,403,finance.overdue_invoice_followup,finance,0.5,0,8,4,72355,5086,17,10,10,107.1
base,404,finance.weekly_expense_summary,finance,0.75,0,4,3,304566,6958,34,23,23,150.14
base,405,finance.timesheet_to_invoice,finance,0.0,0,2,0,806842,8413,50,39,39,197.87
base,406,finance.po_email_logging,finance,1.0,1,2,2,98822,3425,21,11,11,84.57
base,407,finance.slack_receipt_capture,finance,0.5,0,2,1,86047,2912,17,11,11,65.58
base,408,finance.invoice_reconciliation,finance,0.6,0,5,3,850204,10818,60,30,30,254.3
base,409,finance.vendor_payment_approval,finance,0.2857142857142857,0,7,2,78882,3618,15,12,12,84.82
base,410,finance.monthend_journal_entries,finance,0.8333333333333334,0,6,5,496217,7987,44,33,33,198.89
base,411,finance.qb_customer_onboard,finance,0.4,0,5,2,609912,9822,61,32,32,230.15
base,412,finance.qb_invoice_from_orders,finance,1.0,1,5,5,1096584,14154,61,48,48,327.18
base,413,finance.xero_bill_entry,finance,1.0,1,7,7,428878,4688,30,19,19,124.88
base,414,finance.wave_freelance_invoice,finance,0.0,0,4,0,2393717,5144,57,44,44,144.03
base,415,finance.payment_reconciliation,finance,0.6363636363636364,0,11,7,605818,12118,46,30,30,291.15
base,416,finance.budget_variance_analysis,finance,0.7142857142857143,0,7,5,104505,7157,14,12,12,178.88
base,417,finance.multicurrency_invoice,finance,1.0,1,4,4,158107,5117,28,15,15,137.49
base,418,finance.xero_credit_allocation,finance,0.25,0,8,2,201196,10011,31,14,14,234.97
base,419,finance.dept_expense_rollup,finance,0.75,0,4,3,1770469,11088,78,46,46,260.43
base,420,finance.tax_prep_summary,finance,0.4444444444444444,0,9,4,1297314,8913,56,39,39,206.04
base,421,finance.invoice_dispute,finance,0.3,0,10,3,257785,10496,34,22,22,226.63
base,422,finance.xero_vendor_onboard,finance,0.0,0,5,0,58753,3719,17,10,10,87.21
base,423,finance.revenue_recognition,finance,1.0,1,3,3,91852,4587,18,12,12,111.43
base,424,finance.petty_cash_reconciliation,finance,1.0,1,9,9,48399,2854,11,9,9,75.06
base,425,finance.ap_aging_report,finance,0.2,0,5,1,786470,9988,37,36,36,219.79
base,426,finance.airtable_expense_approval,finance,1.0,1,5,5,30074,4793,21,8,8,103.04
base,427,finance.duplicate_payment_detection,finance,0.5714285714285714,0,7,4,110670,3733,15,12,12,87.25
base,428,finance.invoice_file_organization,finance,1.0,1,5,5,87244,5394,22,11,11,123.1
base,429,finance.payroll_variance_check,finance,0.6666666666666666,0,6,4,387409,6016,31,21,21,130.64
base,430,finance.late_fee_calculation,finance,0.0,0,5,0,208133,7293,27,21,21,168.55
base,431,finance.vendor_spend_analysis,finance,1.0,1,5,5,581049,8698,43,31,31,190.55
base,432,finance.intercompany_transfer,finance,0.5,0,8,4,289285,11686,38,23,23,257.42
base,433,finance.qb_estimate_conversion,finance,0.25,0,4,1,242185,6578,32,27,27,143.72
base,434,finance.expense_reclassification,finance,0.5,0,4,2,407714,8328,35,25,25,178.56
base,435,finance.cash_flow_forecast,finance,1.0,1,11,11,101086,3492,20,11,11,85.79
base,436,finance.xero_bank_reconcile,finance,0.25,0,8,2,282285,6528,31,17,17,151.41
base,437,finance.commission_calculation,finance,0.7777777777777778,0,9,7,92596,4906,22,13,13,112.46
base,438,finance.wave_product_catalog,finance,0.16666666666666666,0,6,1,320947,8315,32,28,28,175.4
base,439,finance.contract_billing,finance,0.42857142857142855,0,7,3,128442,4623,23,15,15,105.97
base,440,finance.financial_close_checklist,finance,0.0,0,7,0,1755693,10869,67,50,50,259.75
base,441,finance.refund_processing,finance,0.8333333333333334,0,6,5,651185,11088,57,35,35,233.77
base,442,finance.xero_batch_invoice_send,finance,0.6666666666666666,0,3,2,63750,2216,12,9,9,49.51
base,443,finance.wave_tax_compliance,finance,0.6,0,5,3,156896,11929,28,12,12,258.92
base,444,finance.po_three_way_match,finance,0.0,0,6,0,665424,5591,37,27,27,130.23
base,445,finance.payment_terms_tracking,finance,0.5714285714285714,0,7,4,770159,12651,62,31,31,273.77
base,446,finance.qb_sales_receipt_batch,finance,0.2222222222222222,0,9,2,516301,16241,37,28,28,360.16
base,447,finance.expense_policy_violation,finance,0.875,0,8,7,163949,7961,23,12,12,169.89
base,448,finance.vendor_credit_application,finance,0.625,0,8,5,211928,9155,39,15,15,202.63
base,449,finance.monday_project_billing,finance,1.0,1,10,10,106630,4832,15,15,15,120.28
base,450,finance.subscription_billing,finance,0.2727272727272727,0,11,3,486603,10445,45,22,22,234.42
base,451,finance.credit_card_reconciliation,finance,0.8,0,5,4,146052,8369,27,14,14,179.35
base,452,finance.grant_expense_tracking,finance,1.0,1,4,4,85766,6138,22,11,11,128.54
base,453,finance.wire_transfer_approval,finance,0.16666666666666666,0,6,1,151142,4126,28,20,20,92.48
base,454,finance.depreciation_schedule,finance,0.16666666666666666,0,6,1,360545,8004,33,24,24,176.04
base,455,finance.cost_center_allocation,finance,1.0,1,5,5,64027,4980,22,10,10,110.88
base,456,finance.invoice_aging_followup,finance,0.3333333333333333,0,6,2,1340841,13223,60,41,41,292.54
base,457,finance.xero_multicurrency_payment,finance,1.0,1,4,4,218525,6574,27,19,19,154.62
base,458,finance.prepaid_amortization,finance,0.5,0,8,4,793755,10119,68,30,30,229.55
base,459,finance.bad_debt_writeoff,finance,0.8571428571428571,0,7,6,936660,13510,60,45,45,300.14
base,460,finance.vendor_1099_prep,finance,0.5714285714285714,0,7,4,572196,8505,36,25,25,190.87
base,461,finance.qb_bill_payment_batch,finance,0.4,0,5,2,120558,7059,23,13,13,157.5
base,462,finance.sales_tax_remittance,finance,0.0,0,4,0,1230513,6011,47,41,41,147.18
base,463,finance.travel_advance_settlement,finance,0.75,0,4,3,413420,9339,47,25,25,204.81
base,464,finance.inventory_valuation,finance,0.6666666666666666,0,6,4,1180266,15814,60,45,45,358.99
base,465,finance.bank_fee_analysis,finance,0.8,0,5,4,285013,7225,35,21,21,162.51
base,466,finance.lease_payment_schedule,finance,1.0,1,4,4,972229,9660,55,47,47,219.16
base,467,finance.profit_margin_analysis,finance,1.0,1,6,6,84189,3673,16,12,12,100.81
base,468,finance.intercompany_invoice,finance,1.0,1,10,10,284192,10607,39,23,23,240.39
base,469,finance.employee_reimbursement,finance,0.9166666666666666,0,12,11,106566,6666,24,14,14,148.99
base,470,finance.gl_variance_analysis,finance,0.6,0,5,3,99213,8427,21,12,12,183.04
base,471,finance.qb_customer_balance_review,finance,0.6,0,5,3,168198,7389,23,13,13,161.47
base,472,finance.xero_po_matching,finance,0.0,0,7,0,1627858,18810,94,50,50,436.63
base,473,finance.wave_client_statement,finance,0.5,0,2,1,157368,6828,24,17,17,162.3
base,474,finance.closing_journal_automation,finance,0.8,0,5,4,382685,6040,29,23,23,142.69
base,475,finance.vendor_statement_reconciliation,finance,0.75,0,4,3,453615,11831,35,20,20,273.05
base,476,finance.qb_void_stale_invoices,finance,0.5,0,8,4,258657,6391,30,16,16,156.19
base,477,finance.project_profitability,finance,0.0,0,6,0,1619996,6045,77,36,36,148.71
base,478,finance.annual_budget_prep,finance,1.0,1,10,10,83475,6675,14,13,13,159.73
base,479,finance.escrow_tracking,finance,0.0,0,5,0,766738,5511,51,33,33,132.98
base,480,finance.year_end_audit_prep,finance,1.0,1,10,10,94317,4941,14,14,14,122.52
base,481,finance.credit_limit_review,finance,0.6,0,5,3,190262,5812,20,14,14,136.99
base,482,finance.vendor_early_pay_discount,finance,0.5,0,4,2,1244704,11165,56,45,45,271.9
base,483,finance.qb_recurring_journal,finance,0.5714285714285714,0,7,4,972893,8758,52,42,42,215.83
base,484,finance.ap_turnover_analysis,finance,0.7777777777777778,0,9,7,462531,8154,49,25,25,199.85
base,485,finance.xero_quote_to_invoice,finance,0.42857142857142855,0,7,3,46143,4027,19,10,10,108.3
base,486,finance.wave_expense_categorization,finance,0.6666666666666666,0,3,2,127399,4166,19,13,13,110.17
base,487,finance.quarterly_tax_estimate,finance,0.6666666666666666,0,3,2,451667,5922,40,21,21,154.82
base,488,finance.intercompany_balance_recon,finance,0.75,0,4,3,512517,8346,45,28,28,200.49
base,489,finance.vendor_insurance_verification,finance,0.5,0,6,3,487962,7271,42,22,22,179.16
base,490,finance.forex_gain_loss,finance,1.0,1,5,5,900056,7543,56,31,31,182.4
base,491,finance.capex_approval,finance,0.8333333333333334,0,6,5,455562,8209,46,26,26,199.25
base,492,finance.expense_split_allocation,finance,0.125,0,8,1,796318,12689,52,28,28,319.88
base,493,finance.qb_undeposited_funds,finance,0.6666666666666666,0,3,2,248094,8009,32,19,19,199.76
base,494,finance.financial_ratio_analysis,finance,0.6666666666666666,0,3,2,252876,9944,23,18,18,243.54
base,495,finance.xero_expense_claim_review,finance,0.0,0,16,0,1277396,9294,51,50,50,238.53
base,496,finance.cash_sweep,finance,0.5714285714285714,0,7,4,203020,5325,28,16,16,125.92
base,497,finance.payment_fraud_detection,finance,0.875,0,8,7,543989,10535,58,31,31,271.95
base,498,finance.deferred_revenue_tracking,finance,0.0,0,8,0,1713877,8535,89,50,50,211.44
base,499,finance.audit_sample_selection,finance,1.0,1,12,12,88297,3066,14,13,13,83.25
base,500,finance.fiscal_year_rollover,finance,0.2857142857142857,0,7,2,390729,7444,48,19,19,194.22
base,501,hr.offboarding_automation,hr,0.0,0,7,0,1614316,6716,84,50,50,169.02
base,502,hr.training_compliance,hr,0.0,0,6,0,931212,4482,36,26,26,131.42
base,503,hr.performance_feedback_logging,hr,0.0,0,4,0,131840,4031,20,18,18,124.84
base,504,hr.job_posting_distribution,hr,0.0,0,4,0,1198488,16936,53,50,50,404.74
base,505,hr.job_board_monitoring,hr,0.2857142857142857,0,7,2,1177780,12798,112,50,50,314.47
base,506,hr.interview_scheduling,hr,0.14285714285714285,0,7,1,1294913,15074,63,43,43,390.38
base,507,hr.salary_band_audit,hr,0.2,0,5,1,341147,10743,30,22,22,273.49
base,508,hr.pto_balance_alert,hr,0.0,0,2,0,1044093,5743,48,34,34,167.9
base,509,hr.candidate_rejection_followup,hr,0.0,0,5,0,1381658,9812,52,50,50,259.74
base,510,hr.probation_review_reminder,hr,0.0,0,4,0,1639978,12558,65,50,50,314.42
base,511,hr.referral_bonus_tracking,hr,0.0,0,4,0,1152908,6838,55,50,50,177.51
base,512,hr.policy_update_distribution,hr,0.0,0,4,0,1251726,9394,74,50,50,232.97
base,513,hr.offer_letter_generation,hr,0.0,0,5,0,622353,9581,64,31,31,246.09
base,514,hr.slack_channel_onboarding,hr,0.0,0,5,0,844986,14835,86,50,50,346.86
base,515,hr.visa_expiry_tracking,hr,0.0,0,7,0,1585873,7984,58,44,44,208.72
base,516,hr.employee_directory_update,hr,0.2857142857142857,0,7,2,148158,4283,22,14,14,116.21
base,517,hr.candidate_submittal_docs,hr,0.0,0,7,0,1230123,10007,96,50,50,237.87
base,518,hr.mandatory_meeting_compliance,hr,0.0,0,5,0,813774,10749,70,42,42,269.43
base,519,hr.performance_review_cycle,hr,0.4,0,5,2,708394,10721,55,30,30,260.0
base,520,hr.expense_policy_violation,hr,0.0,0,5,0,1026999,6204,48,47,47,157.68
base,521,hr.candidate_pipeline_report,hr,0.5,0,6,3,703606,10052,38,33,33,239.75
base,522,hr.comp_review_preparation,hr,0.0,0,5,0,646311,6668,46,34,34,174.12
base,523,hr.monday_onboarding_pipeline,hr,0.0,0,4,0,371337,10542,39,27,27,242.38
base,524,hr.docusign_offer_letters,hr,0.6,0,5,3,566316,9932,61,36,36,232.15
base,525,hr.candidate_research_dossier,hr,0.125,0,8,1,201410,10390,33,15,15,240.38
base,526,hr.jira_it_onboarding,hr,0.0,0,5,0,1254812,7954,73,50,50,180.73
base,527,hr.twilio_interview_reminders,hr,0.0,0,4,0,736591,10195,45,40,40,239.46
base,528,hr.airtable_skills_matrix,hr,0.0,0,4,0,568283,11245,61,37,37,263.43
base,529,hr.calendly_exit_interviews,hr,0.0,0,4,0,1409216,7701,61,50,50,181.56
base,530,hr.bamboohr_promotion_update,hr,0.0,0,6,0,845088,10369,78,50,50,238.7
base,531,hr.asana_compliance_tasks,hr,0.0,0,5,0,842481,6051,36,26,26,155.35
base,532,hr.multi_app_new_hire_setup,hr,0.5,0,8,4,332870,8142,44,23,23,204.99
base,533,hr.disciplinary_action_tracking,hr,0.0,0,8,0,762316,13222,52,41,41,308.91
base,534,hr.zoom_orientation_sessions,hr,0.16666666666666666,0,6,1,768950,14899,65,32,32,349.53
base,535,hr.airtable_recruitment_analytics,hr,0.0,0,6,0,936644,6715,45,33,33,164.98
base,536,hr.docusign_nda_collection,hr,0.6,0,5,3,511474,10381,51,35,35,261.56
base,537,hr.monday_pip_tracking,hr,0.0,0,4,0,1078404,13252,81,50,50,302.88
base,538,hr.trello_internal_transfers,hr,0.0,0,5,0,989562,9870,97,50,50,227.42
base,539,hr.slack_benefits_inquiry,hr,0.16666666666666666,0,6,1,1230501,8448,65,42,42,203.36
base,540,hr.intern_program_coordination,hr,0.0,0,13,0,1506205,11562,85,42,42,270.47
base,541,hr.notion_meeting_notes,hr,0.2,0,5,1,997049,18185,99,48,48,408.75
base,542,hr.recruitment_dedup_alert,hr,0.0,0,6,0,468867,12023,36,35,35,274.62
base,543,hr.offboarding_multi_system,hr,0.0,0,7,0,1417953,16105,112,50,50,361.83
base,544,hr.standup_absence_tracking,hr,1.0,1,6,6,265651,7108,42,17,17,172.97
base,545,hr.recruitment_channel_roi,hr,0.0,0,6,0,2446746,11366,116,50,50,262.35
base,546,hr.return_from_leave,hr,0.0,0,5,0,970506,15856,53,48,48,371.29
base,547,hr.team_restructure_notification,hr,0.0,0,5,0,960133,12880,63,37,37,287.43
base,548,hr.docusign_policy_acknowledgment,hr,0.6,0,5,3,127911,8714,25,14,14,199.4
base,549,hr.twilio_emergency_notification,hr,0.25,0,4,1,845876,14359,52,41,41,323.62
base,550,hr.payroll_bonus_processing,hr,0.14285714285714285,0,7,1,739249,18379,47,36,36,417.19
base,551,hr.workforce_planning_forecast,hr,0.8888888888888888,0,9,8,410817,15628,32,28,28,340.76
base,552,hr.benefits_open_enrollment_processing,hr,0.0,0,5,0,1341471,10978,100,50,50,242.45
base,553,hr.candidate_offer_negotiation_tracking,hr,0.3333333333333333,0,3,1,974441,17290,73,49,49,395.11
base,554,hr.employee_transfer_approval_workflow,hr,0.0,0,3,0,1086346,13604,114,50,50,299.23
base,555,hr.compliance_training_enrollment,hr,0.2857142857142857,0,7,2,784065,14506,66,37,37,322.22
base,556,hr.docusign_severance_agreements,hr,0.0,0,7,0,1703551,14494,92,50,50,318.09
base,557,hr.jira_security_access_review,hr,0.25,0,8,2,341626,10367,37,22,22,235.41
base,558,hr.airtable_learning_path_assignment,hr,0.0,0,7,0,712278,20621,91,35,35,473.58
base,559,hr.monday_succession_planning,hr,0.0,0,4,0,619616,15243,60,36,36,335.41
base,560,hr.trello_recruiting_event_coordination,hr,0.0,0,8,0,1250477,11911,74,42,42,271.98
base,561,hr.zoom_all_hands_setup,hr,0.2,0,5,1,1466728,12243,92,50,50,273.84
base,562,hr.break_schedule_processing,hr,0.42857142857142855,0,7,3,744758,12058,107,36,36,280.81
base,563,hr.employee_request_routing,hr,0.0,0,7,0,228994,9012,43,18,18,203.55
base,564,hr.calendly_manager_office_hours,hr,0.0,0,6,0,517164,12644,68,29,29,285.48
base,565,hr.confluence_policy_migration,hr,0.0,0,8,0,1228853,15939,154,50,50,365.71
base,566,hr.salary_adjustment_processing,hr,0.0,0,7,0,835515,9714,75,50,50,218.33
base,567,hr.benefits_enrollment_audit,hr,0.0,0,5,0,667335,4571,42,23,23,115.69
base,568,hr.performance_review_kickoff,hr,0.0,0,4,0,986435,12392,70,43,43,291.7
base,569,hr.payroll_discrepancy,hr,0.0,0,10,0,947666,9516,61,35,35,235.27
